document_control_number,source_reduction_activity_code,estimated_annual_reduction_code,activity_number
1323222326403,S21,R4,1
1319217771450,W68,R5,1
1320218687186,W39,R2,1
1319218353011,W19,R6,1
1320219246877,W42,R5,1
1314213032713,W13,R2,1
1320219263035,W29,R2,1
1314212687723,W39,R6,1
1320219346018,W19,R2,1
1314212778841,W42,R2,1
1315214097937,W58,R3,1
1316215545462,W58,R2,1
1320218727814,W81,R6,1
1315214341099,W52,R6,1
1319217980770,W51,R4,1
1314213114224,W32,R5,1
1317216605497,W31,R6,1
1317216435812,W36,R6,1
1315213760883,W42,R3,1
1317216403802,W19,R3,1
1315214331365,W13,R6,1
1316215109822,W89,R5,1
1315214264259,W58,R5,1
1322220969529,S03,R6,1
1314213116864,W55,R5,1
1316215249069,W13,R3,1
1319218517744,W53,R6,1
1315214331314,W13,R6,1
1315214356545,W52,R5,1
1314213040951,W82,R6,1
1315213619315,W51,R6,1
1315214429223,W13,R6,1
1322220796155,S44,R6,1
1322221468919,S35,R6,1
1324222446953,S35,R6,1
1323221748116,S31,R6,1
1318216983534,W50,R6,1
1314212643389,W58,R5,1
1315214943969,W52,R6,1
1315215827611,W52,R6,1
1324223016926,S25,R5,1
1321220302665,S24,R3,1
1314212576488,W36,R2,1
1314212889214,W42,R4,1
1315213999232,W32,R6,1
1320218775284,W19,R5,1
1324222802845,S21,R6,1
1318216995795,W64,R3,1
1319218437287,W82,R6,1
1319217777667,W21,R6,1
1323221530722,S11,R2,1
1322220977490,S23,R5,1
1320220592481,W19,R6,1
1322220677254,S41,R5,1
1316215530318,W51,R2,1
1314211905563,W42,R2,1
1315213903646,W52,R5,1
1318216850622,W19,R4,1
1315213610710,W13,R6,1
1321219730862,S21,R6,1
1323222228759,S21,R5,1
1322220636688,S41,R6,1
1321219918404,S25,R4,1
1316215096571,W19,R5,1
1316215317355,W52,R6,1
1324222477655,S44,R6,1
1315214252342,W24,R6,1
1314212690325,W13,R5,1
1315214159612,W50,R6,1
1318217035524,W35,R2,1
1320221498126,W82,R4,1
1316215167836,W21,R4,1
1318217301668,W13,R6,1
1315214135333,W52,R6,1
1324222502371,S44,R6,1
1316215473873,W19,R5,1
1323221734647,S23,R6,1
1318216857894,W50,R6,1
1319217740570,W49,R6,1
1314211915222,W52,R6,1
1320218770170,W52,R5,1
1316215688209,W49,R5,1
1317216135653,W19,R6,1
1323221732264,S13,R3,1
1318216703088,W52,R5,1
1324223121043,S21,R6,1
1315213947385,W13,R5,1
1321220368803,S44,R4,1
1322220810889,S35,R5,1
1315214191847,W21,R6,1
1321219603848,S35,R6,1
1319217661065,W58,R3,1
1322220740169,S21,R5,1
1318217238043,W52,R2,1
1317215907332,W15,R6,1
1316215218064,W41,R5,1
1316215471210,W82,R5,1
1314212453967,W42,R2,1
1314212464933,W89,R5,1
1315213684588,W53,R2,1
1315213207525,W41,R6,1
1314212688206,W13,R2,1
1317215943212,W64,R6,1
1316215201815,W13,R6,1
1319218277085,W52,R5,1
1318217378963,W82,R5,1
1320220657504,W13,R6,1
1321219666272,S05,R5,1
1317216311441,W29,R6,1
1320218693378,W42,R2,1
1320219395567,W82,R6,1
1315213758016,W50,R5,1
1314212522421,W84,R1,1
1315213896501,W81,R2,1
1318216961983,W39,R6,1
1316215084500,W50,R2,1
1315213888910,W21,R1,1
1316215056336,W58,R4,1
1314213171515,W81,R5,1
1314212878704,W52,R2,1
1315214124657,W58,R3,1
1320218978334,W58,R3,1
1321219603762,S21,R4,1
1315214118919,W52,R2,1
1316215536347,W50,R4,1
1315214036319,W52,R6,1
1318217144815,W13,R3,1
1315213841923,W58,R3,1
1316214954416,W52,R6,1
1323223208758,S41,R6,1
1324222645715,S06,R2,1
1321220452445,S42,R5,1
1320218694178,W29,R6,1
1314212507103,W50,R5,1
1316215016039,W49,R3,1
1319218456580,W84,R1,1
1322221497340,S31,R6,1
1316215454152,W36,R6,1
1315214256430,W39,R6,1
1315214345744,W81,R1,1
1315217543863,W13,R6,1
1314212500730,W52,R6,1
1320219172400,W13,R5,1
1324222705434,S41,R4,1
1321220512406,S35,R5,1
1320218749632,W39,R6,1
1319218437034,W71,R6,1
1317216633065,W42,R6,1
1317216075388,W19,R6,1
1321220028462,S11,R6,1
1321219801228,S21,R6,1
1322221253432,S44,R4,1
1322220660462,S11,R3,1
1323221700370,S14,R4,1
1315213670920,W84,R5,1
1315213788983,W19,R2,1
1322221106634,S03,R4,1
1322220948691,S42,R5,1
1324222432801,S06,R4,1
1318217480767,W25,R5,1
1315213825375,W15,R6,1
1316215205170,W36,R6,1
1319218258287,W49,R4,1
1316215588575,W51,R5,1
1320218659314,W71,R2,1
1315213702741,W13,R6,1
1324223139686,S25,R2,1
1322220720522,S23,R5,1
1323221967932,S24,R5,1
1324222876233,S12,R6,1
1321219683822,S41,R6,1
1322220907000,S06,R2,1
1316218606895,W13,R6,1
1315213752660,W52,R3,1
1323221541333,S41,R6,1
1323222160259,S21,R6,1
1314213092099,W42,R1,1
1314212793588,W36,R5,1
1322220870873,S23,R6,1
1320219275866,W52,R6,1
1319218561280,W19,R2,1
1319218289344,W71,R3,1
1324222476083,S14,R2,1
1324222521623,S05,R5,1
1315213924020,W14,R6,1
1315213698931,W42,R2,1
1318217531603,W13,R3,1
1318216837587,W65,R6,1
1314212775643,W50,R6,1
1317215838804,W13,R6,1
1320219266398,W36,R4,1
1314212581197,W29,R5,1
1321219725494,S21,R6,1
1317215915556,W71,R1,1
1316217720388,W29,R6,1
1316215208861,W58,R3,1
1324222891816,S44,R2,1
1323221742644,S41,R6,1
1324222784264,S03,R6,1
1320218845776,W81,R6,1
1321220152247,S21,R6,1
1315214042475,W58,R6,1
1323222068948,S25,R6,1
1314211910411,W64,R5,1
1315213718861,W13,R6,1
1322220645725,S42,R6,1
1322220694475,S21,R6,1
1322220749978,S25,R1,1
1320219443266,W84,R5,1
1324222517613,S25,R3,1
1317216133734,W82,R5,1
1318217469307,W72,R4,1
1318217590847,W58,R6,1
1315214441661,W84,R1,1
1321220357812,S33,R6,1
1324223007004,S35,R6,1
1316215054281,W13,R6,1
1321219972662,S44,R2,1
1318217760634,W74,R5,1
1324223120650,S05,R6,1
1320219307764,W82,R6,1
1323221958236,S21,R2,1
1317216457996,W13,R6,1
1322220830778,S21,R4,1
1318217240783,W13,R6,1
1324223063734,S21,R6,1
1315213844222,W19,R4,1
1316215018957,W51,R3,1
1314212748293,W13,R6,1
1323222499713,S44,R6,1
1318216910303,W81,R6,1
1316216622389,W14,R5,1
1316214928018,W21,R6,1
1314212800066,W52,R3,1
1318217218662,W32,R6,1
1315214363943,W13,R6,1
1318216995225,W42,R2,1
1318216762435,W82,R2,1
1315214451698,W13,R6,1
1316215562315,W14,R6,1
1316215381789,W31,R6,1
1323221584360,S21,R6,1
1315213962350,W19,R6,1
1322221431303,S44,R5,1
1321220915490,S35,R6,1
1320218713067,W19,R6,1
1319218480883,W50,R5,1
1317216607388,W19,R6,1
1317216611487,W42,R3,1
1314212579433,W42,R3,1
1315213615343,W13,R5,1
1324222900488,S33,R6,1
1323222034530,S25,R5,1
1324222483719,S44,R3,1
1314213048770,W74,R5,1
1321219751676,S25,R2,1
1320218845636,W49,R1,1
1321220058869,S24,R6,1
1321220682292,S03,R2,1
1316215158763,W19,R5,1
1320218806774,W52,R6,1
1316214995704,W19,R6,1
1314214366130,W19,R4,1
1317216427904,W52,R6,1
1319217874003,W13,R5,1
1319218488942,W52,R5,1
1322220697320,S06,R6,1
1316215530977,W52,R2,1
1314212695264,W14,R6,1
1319217718903,W19,R1,1
1315213797273,W13,R6,1
1314212449680,W29,R1,1
1324222852978,S03,R3,1
1320219001219,W58,R6,1
1315213228416,W14,R6,1
1324222712212,S44,R6,1
1316215646605,W36,R6,1
1323222338016,S21,R5,1
1322221338799,S12,R6,1
1316215455585,W19,R6,1
1316214954012,W82,R5,1
1319218454054,W19,R3,1
1318218523595,W15,R6,1
1319218342537,W13,R5,1
1320219362175,W29,R2,1
1317216597878,W61,R2,1
1321220432708,S02,R3,1
1314212861660,W36,R5,1
1315213637871,W19,R6,1
1316215092065,W71,R3,1
1324223096520,S12,R5,1
1317216611982,W56,R1,1
1324222467351,S25,R6,1
1319217658816,W58,R6,1
1314213000577,W15,R6,1
1318217430673,W52,R6,1
1319218044699,W13,R6,1
1319219407032,W13,R6,1
1315213778374,W29,R2,1
1322220656538,S44,R2,1
1315213921719,W13,R3,1
1321220314215,S03,R3,1
1319218504381,W13,R3,1
1324222965699,S21,R6,1
1323222175325,S44,R6,1
1324222671137,S31,R6,1
1322221286267,S21,R6,1
1316215390257,W14,R5,1
1317219424948,W58,R6,1
1323221752470,S06,R1,1
1320218819112,W19,R5,1
1319217724210,W13,R6,1
1323221586896,S24,R1,1
1318217396643,W58,R4,1
1320218673440,W58,R1,1
1314212775629,W41,R6,1
1320218814034,W13,R6,1
1321220392765,S44,R6,1
1317216283059,W36,R4,1
1317216549206,W52,R5,1
1322220757316,S02,R6,1
1315213913369,W32,R6,1
1323222202133,S21,R5,1
1314212572123,W13,R5,1
1314212786356,W71,R4,1
1315214296117,W25,R3,1
1320218835270,W58,R6,1
1319218260596,W58,R3,1
1318217398395,W29,R3,1
1317216266977,W19,R6,1
1314212797272,W72,R5,1
1314212986069,W82,R2,1
1315213726348,W31,R6,1
1314212674891,W19,R2,1
1324223010606,S22,R2,1
1322221025556,S25,R5,1
1323221726476,S03,R5,1
1322220645547,S21,R6,1
1320219394261,W13,R6,1
1315213703008,W19,R5,1
1322220795506,S23,R5,1
1323221870064,S24,R6,1
1315214218810,W22,R2,1
1316215232240,W32,R6,1
1316214961272,W89,R4,1
1319219408299,W31,R6,1
1324222540193,S24,R6,1
1324222987000,S35,R6,1
1315216631352,W15,R3,1
1317215852409,W58,R4,1
1317216902736,W82,R2,1
1316215682446,W13,R5,1
1314212516746,W58,R2,1
1314212666200,W58,R6,1
1323222141917,S14,R6,1
1323221950330,S05,R2,1
1319218435992,W89,R3,1
1320219060199,W52,R6,1
1316222367841,W52,R6,1
1314212943423,W39,R6,1
1315213532563,W32,R6,1
1319218465526,W71,R1,1
1316215128113,W52,R6,1
1315213901465,W13,R5,1
1315214240386,W52,R6,1
1320219375995,W13,R6,1
1318216828881,W67,R6,1
1315214288742,W19,R6,1
1316214998092,W13,R6,1
1321219778444,S06,R6,1
1315214063430,W42,R1,1
1322221205798,S31,R3,1
1322221399759,S44,R6,1
1323222277396,S21,R6,1
1315214314332,W13,R6,1
1317216138608,W52,R5,1
1321220512824,S25,R5,1
1315214279933,W42,R3,1
1314212412821,W55,R6,1
1316215116524,W74,R6,1
1316215466715,W64,R5,1
1314212545356,W32,R6,1
1319218069476,W19,R5,1
1319218079287,W13,R6,1
1323222336822,S21,R5,1
1314213099625,W50,R6,1
1315214377792,W51,R2,1
1314212451660,W49,R6,1
1319217961768,W23,R6,1
1324223239880,S04,R5,1
1322221360833,S14,R6,1
1317215948302,W59,R2,1
1317216139131,W39,R6,1
1315214331504,W13,R6,1
1323221543198,S03,R2,1
1318216958393,W29,R6,1
1314212404228,W13,R4,1
1324222666238,S04,R2,1
1323221657315,S41,R5,1
1324222548834,S21,R6,1
1320218971289,W49,R3,1
1316215753827,W19,R2,1
1323222010252,S06,R6,1
1319218122861,W19,R2,1
1320218926347,W89,R1,1
1323222277042,S25,R5,1
1321220147856,S21,R6,1
1314212510628,W74,R6,1
1324222925366,S42,R6,1
1323221590488,S04,R2,1
1323221527664,S12,R6,1
1314212939363,W19,R6,1
1316215068204,W29,R5,1
1314213092188,W42,R1,1
1319218468104,W13,R5,1
1315213561210,W19,R4,1
1319218456313,W56,R6,1
1322220997136,S41,R6,1
1324222637631,S06,R6,1
1319218113140,W13,R6,1
1321219668264,S25,R6,1
1314212573695,W58,R4,1
1315214426823,W81,R2,1
1321219939547,S44,R5,1
1321220205064,S33,R6,1
1318217238031,W52,R2,1
1323221790898,S25,R6,1
1324222893188,S33,R6,1
1316215187042,W52,R2,1
1315214009894,W24,R6,1
1316215110608,W81,R3,1
1323222277384,S21,R5,1
1320219196615,W42,R2,1
1319218000824,W82,R4,1
1314212440857,W22,R6,1
1324222862498,S25,R6,1
1322221154913,S24,R5,1
1316215390333,W19,R6,1
1323221804762,S44,R6,1
1321219601655,S14,R4,1
1315214006328,W52,R5,1
1322220776583,S44,R6,1
1314212718908,W13,R2,1
1316215156670,W19,R1,1
1314212980700,W13,R5,1
1321220041913,S25,R6,1
1321219981014,S04,R2,1
1321220056182,S21,R2,1
1317216402608,W13,R6,1
1315214432371,W42,R1,1
1317216446512,W82,R6,1
1318218520171,W19,R6,1
1321220257099,S03,R4,1
1316215734245,W19,R6,1
1321220274308,S34,R6,1
1314213126004,W39,R6,1
1324222819753,S41,R6,1
1318217061530,W19,R4,1
1317216013692,W58,R1,1
1315218588768,W14,R6,1
1324222405348,S06,R6,1
1323221752266,S41,R6,1
1322220780415,S24,R6,1
1317216130765,W64,R6,1
1321220562488,S21,R6,1
1319217694215,W52,R6,1
1319217682119,W58,R4,1
1317215931890,W19,R5,1
1317216609646,W82,R6,1
1318217382415,W59,R5,1
1320218964031,W58,R5,1
1318216745911,W43,R4,1
1319218160796,W51,R6,1
1314212647693,W13,R6,1
1321220274144,S44,R6,1
1321219893916,S11,R5,1
1314212381141,W58,R5,1
1314213174345,W58,R3,1
1324222560118,S05,R6,1
1316215306236,W58,R3,1
1324222999587,S04,R3,1
1321219702204,S41,R6,1
1321220164483,S23,R6,1
1315215790775,W13,R6,1
1321220065748,S41,R6,1
1318217165048,W50,R2,1
1321221565258,S11,R6,1
1317216329565,W19,R2,1
1319218154716,W74,R6,1
1318217547429,W49,R6,1
1319218273605,W19,R6,1
1315214339246,W13,R6,1
1316215144736,W51,R6,1
1314212695047,W19,R5,1
1321219970175,S44,R2,1
1322221093216,S31,R6,1
1315214292043,W13,R5,1
1324222732570,S41,R6,1
1314212333544,W56,R5,1
1315214208959,W42,R2,1
1315214474660,W19,R4,1
1315213910096,W19,R3,1
1314218619346,W19,R5,1
1323221674359,S01,R1,1
1320218641595,W84,R1,1
1322221214695,S44,R6,1
1323221537285,S21,R2,1
1316215294099,W82,R6,1
1323221592468,S06,R4,1
1324222762763,S04,R3,1
1316215149055,W81,R6,1
1323222008839,S21,R6,1
1319218492243,W36,R3,1
1324222614683,S44,R6,1
1322220892677,S24,R6,1
1316215797818,W52,R6,1
1314212346973,W13,R4,1
1314212904926,W19,R5,1
1318217093691,W13,R6,1
1318217123607,W84,R6,1
1318217307216,W49,R4,1
1316215433929,W13,R6,1
1322220749055,S21,R5,1
1317216097461,W58,R5,1
1316215731086,W50,R5,1
1314213002102,W31,R5,1
1320219145796,W84,R2,1
1324223125713,S21,R6,1
1320218811370,W56,R2,1
1315214028639,W51,R4,1
1320218787644,W56,R2,1
1316215782083,W58,R6,1
1323222217491,S34,R6,1
1315213872791,W89,R6,1
1321219499288,S44,R2,1
1320218696211,W49,R6,1
1323222346114,S21,R6,1
1324222494647,S03,R5,1
1316215168206,W13,R6,1
1315214299428,W64,R6,1
1321220072033,S22,R3,1
1314212634556,W13,R2,1
1319218217370,W36,R4,1
1316214941344,W71,R6,1
1314214127209,W50,R6,1
1318217073954,W58,R6,1
1315214144026,W58,R2,1
1317216433805,W51,R6,1
1324222642985,S21,R6,1
1317216138735,W52,R6,1
1320219034295,W52,R6,1
1316215088574,W21,R5,1
1316215529847,W13,R6,1
1320218888600,W13,R6,1
1320218688733,W52,R1,1
1315214038731,W29,R5,1
1318216776450,W13,R3,1
1316215579881,W52,R6,1
1317216592446,W52,R6,1
1317216402545,W13,R6,1
1319217859824,W15,R6,1
1314212802250,W58,R2,1
1314212824054,W13,R6,1
1318216945307,W49,R4,1
1314212899064,W42,R6,1
1318217268414,W13,R4,1
1314212557526,W19,R1,1
1315213230939,W13,R6,1
1319217917261,W49,R1,1
1318216837880,W52,R3,1
1315213867017,W19,R2,1
1324223030622,S41,R6,1
1323222182608,S03,R1,1
1321219715392,S23,R6,1
1323221562376,S44,R6,1
1321220430817,S43,R6,1
1317216618088,W13,R6,1
1321220277418,S35,R6,1
1322221581198,S21,R5,1
1321219910179,S21,R6,1
1317216531830,W71,R3,1
1319218345609,W82,R6,1
1322221136601,S34,R6,1
1322221467968,S11,R2,1
1323222137717,S22,R2,1
1317216315503,W82,R6,1
1320218702621,W58,R6,1
1315214388872,W21,R6,1
1315213752153,W13,R6,1
1317216402418,W56,R3,1
1314212396713,W52,R6,1
1321220543829,S24,R3,1
1315213893922,W41,R1,1
1314212881700,W39,R6,1
1321219606819,S44,R6,1
1316215106764,W43,R5,1
1323221773637,S06,R6,1
1322221058516,S35,R6,1
1316215298617,W13,R6,1
1321220471647,S35,R6,1
1316215591520,W19,R6,1
1314211898085,W13,R5,1
1316215446206,W13,R5,1
1324222981084,S25,R6,1
1321220613552,S24,R2,1
1323221649433,S44,R6,1
1324222498750,S32,R2,1
1321219755725,S35,R3,1
1320218645493,W82,R4,1
1320219165141,W52,R1,1
1316216548533,W19,R5,1
1321219468624,S21,R5,1
1316215057858,W71,R1,1
1317216646568,W13,R6,1
1319218075671,W19,R5,1
1322220892691,S24,R6,1
1318217353566,W52,R5,1
1323221645094,S03,R5,1
1322221021811,S04,R6,1
1321221029489,S24,R1,1
1324222967642,S02,R5,1
1322220698005,S21,R6,1
1317216279416,W13,R4,1
1316216229157,W42,R6,1
1315213812062,W52,R5,1
1320218674683,W52,R3,1
1314211912365,W42,R1,1
1324222981058,S25,R6,1
1319218377315,W84,R6,1
1322220731525,S44,R5,1
1323222359731,S21,R6,1
1324222685354,S44,R5,1
1315214202665,W19,R6,1
1315213999283,W32,R6,1
1315214007229,W39,R5,1
1314212956686,W19,R5,1
1319217966276,W19,R6,1
1315218598934,W82,R5,1
1324222691089,S35,R6,1
1320219126923,W58,R6,1
1315213603261,W49,R5,1
1321220468110,S03,R3,1
1316215166758,W13,R6,1
1324222634420,S41,R6,1
1322220633907,S44,R6,1
1317215824956,W84,R2,1
1323221550229,S02,R5,1
1322220731121,S21,R5,1
1315214309724,W58,R5,1
1321219903578,S14,R6,1
1316215668981,W21,R5,1
1317215944416,W13,R2,1
1315213947373,W13,R5,1
1314212320877,W81,R4,1
1315214396487,W13,R6,1
1315213701143,W56,R4,1
1322221465949,S21,R5,1
1324223137353,S44,R3,1
1319217887177,W13,R6,1
1323221747696,S31,R6,1
1318217455258,W19,R6,1
1320219029749,W29,R5,1
1316216902686,W82,R2,1
1323222331391,S21,R1,1
1315214335539,W13,R5,1
1315214339259,W13,R6,1
1319217831460,W42,R2,1
1322220746337,S44,R6,1
1317216552582,W21,R5,1
1320218598997,W84,R5,1
1322220749509,S06,R4,1
1321219919026,S41,R6,1
1318217129093,W13,R6,1
1320218747968,W36,R6,1
1320219216379,W22,R5,1
1322221350150,S25,R5,1
1320218645238,W29,R6,1
1314212321638,W13,R6,1
1317215813460,W49,R5,1
1322220679993,S05,R6,1
1324222967630,S02,R5,1
1315214339297,W14,R6,1
1316215286966,W68,R6,1
1314212804088,W89,R3,1
1314212321879,W13,R6,1
1314212835476,W19,R6,1
1317215959368,W14,R5,1
1314212478453,W52,R6,1
1314212521064,W31,R5,1
1314213195567,W14,R6,1
1316217643372,W13,R6,1
1319218078309,W56,R6,1
1317216067189,W15,R5,1
1317216295030,W42,R1,1
1317216135640,W52,R6,1
1324222442042,S35,R6,1
1314212400978,W13,R6,1
1319217861222,W58,R6,1
1314212390456,W19,R5,1
1318217240744,W29,R2,1
1319217937616,W42,R2,1
1316215156617,W19,R1,1
1324222736340,S41,R6,1
1318217231505,W14,R6,1
1321220362952,S04,R3,1
1322220794580,S03,R6,1
1319217791286,W19,R4,1
1324222943363,S44,R6,1
1324222813026,S35,R6,1
1323223208618,S41,R6,1
1316215055916,W14,R5,1
1317216566467,W50,R5,1
1321219797762,S12,R6,1
1324222903926,S21,R6,1
1321220357418,S31,R5,1
1319217928199,W58,R6,1
1317216495578,W13,R6,1
1323221805714,S05,R5,1
1314212859019,W49,R6,1
1315214308470,W32,R5,1
1320219409416,W58,R5,1
1319217808233,W71,R6,1
1315213753205,W58,R2,1
1315214410033,W63,R6,1
1317215925660,W58,R2,1
1316215432701,W32,R6,1
1323222063719,S01,R2,1
1322220783575,S22,R3,1
1315213716184,W52,R2,1
1322220831174,S21,R6,1
1320219230772,W32,R6,1
1318217201312,W58,R1,1
1315213686672,W58,R4,1
1315214236919,W35,R5,1
1315213972146,W13,R6,1
1315214410021,W66,R6,1
1315214067326,W29,R6,1
1316215128760,W24,R6,1
1322220698361,S14,R4,1
1322220812337,S24,R6,1
1324222411997,S24,R5,1
1318217011915,W39,R6,1
1323221653595,S41,R6,1
1321219645088,S35,R6,1
1316215133024,W81,R2,1
1314212422341,W13,R6,1
1323222219798,S03,R1,1
1321220551408,S25,R6,1
1318216752838,W19,R5,1
1319218000065,W52,R5,1
1324222783514,S34,R6,1
1321219967268,S24,R5,1
1317215805868,W59,R2,1
1321220319519,S33,R6,1
1324222851329,S21,R6,1
1314212500995,W13,R5,1
1315214067884,W51,R6,1
1319217605979,W89,R1,1
1315213197027,W19,R5,1
1314212491233,W52,R6,1
1323222361255,S44,R2,1
1320218835128,W52,R3,1
1321219898386,S23,R6,1
1323221898164,S04,R5,1
1316215384850,W13,R6,1
1315213681974,W13,R6,1
1314212940478,W50,R5,1
1315215406947,W13,R6,1
1319217714411,W71,R6,1
1317215876766,W53,R5,1
1318217169515,W13,R6,1
1314212426581,W71,R5,1
1314213126927,W52,R5,1
1324223091909,S21,R6,1
1317216230603,W13,R4,1
1324222507915,S21,R2,1
1319218645075,W19,R6,1
1315214215271,W29,R6,1
1321220544415,S25,R6,1
1314212525707,W52,R6,1
1314212586604,W19,R3,1
1321219790108,S35,R6,1
1322221069875,S44,R6,1
1323221565361,S42,R6,1
1317216517730,W15,R5,1
1314212478198,W29,R6,1
1316215015417,W58,R6,1
1320218717371,W36,R5,1
1315213694995,W14,R4,1
1315214203503,W49,R6,1
1322221276177,S44,R4,1
1317215810336,W56,R1,1
1321219805393,S21,R5,1
1317216003929,W50,R6,1
1317216309777,W36,R4,1
1318217432119,W19,R6,1
1314213002126,W31,R5,1
1314212393680,W81,R6,1
1316215663016,W52,R3,1
1317215905252,W19,R5,1
1324222868085,S44,R5,1
1319217666647,W29,R6,1
1323221601875,S21,R6,1
1318216753982,W71,R5,1
1315213696685,W42,R6,1
1315213903709,W89,R1,1
1318217511031,W58,R1,1
1321220076931,S21,R5,1
1319217963848,W89,R2,1
1315214098206,W19,R4,1
1316215102512,W13,R6,1
1323222258889,S34,R6,1
1315213558238,W32,R6,1
1320219245091,W42,R3,1
1322221467347,S11,R2,1
1321220162630,S06,R5,1
1321220173862,S25,R6,1
1317216007740,W65,R5,1
1315213559432,W19,R6,1
1315213883871,W39,R3,1
1316215233420,W56,R1,1
1323221982109,S21,R5,1
1317216369494,W41,R5,1
1317216029621,W42,R4,1
1321220154645,S41,R6,1
1314216437943,W13,R6,1
1316214983595,W21,R2,1
1324222442459,S06,R2,1
1314212405512,W36,R6,1
1321219469499,S24,R6,1
1321220009219,S44,R6,1
1315213721691,W50,R6,1
1318216925711,W36,R5,1
1319217781994,W25,R6,1
1321220357329,S25,R5,1
1315214255604,W58,R6,1
1314212461988,W13,R4,1
1318217047721,W14,R2,1
1323221549759,S35,R6,1
1315214502421,W13,R5,1
1316215116450,W51,R6,1
1318217240769,W58,R6,1
1315213227325,W13,R6,1
1316215166745,W19,R6,1
1322220778803,S25,R5,1
1314212339004,W60,R2,1
1315214305486,W13,R5,1
1322221223718,S21,R6,1
1316214961688,W13,R5,1
1321219711417,S44,R6,1
1322220755146,S25,R1,1
1318216893370,W52,R5,1
1317215852587,W81,R2,1
1314212459438,W42,R3,1
1321219630744,S14,R5,1
1318217483736,W32,R6,1
1319217828134,W65,R6,1
1321219972914,S44,R2,1
1324222585756,S34,R6,1
1321219630771,S06,R6,1
1317218630402,W52,R2,1
1314212481915,W31,R3,1
1317216369518,W13,R5,1
1317216566479,W50,R5,1
1323221976766,S21,R5,1
1322220948436,S44,R2,1
1322221110859,S41,R5,1
1315213857865,W21,R5,1
1316215434061,W39,R6,1
1316215522347,W72,R5,1
1324223084702,S35,R5,1
1322220955280,S35,R6,1
1323221728532,S25,R6,1
1319221498165,W42,R6,1
1324222690810,S14,R6,1
1314212779577,W54,R6,1
1315214146553,W58,R2,1
1316215317342,W52,R6,1
1316215364631,W50,R6,1
1314212303198,W32,R3,1
1317216468658,W19,R3,1
1320219231343,W19,R1,1
1314212687444,W19,R6,1
1322220813923,S03,R3,1
1324222494712,S44,R2,1
1324222569663,S03,R4,1
1320218800009,W19,R6,1
1324222813002,S41,R6,1
1315214288704,W19,R6,1
1315214911669,W43,R4,1
1315213704366,W32,R6,1
1319217694203,W52,R6,1
1324223208366,S24,R6,1
1314211935263,W13,R5,1
1315213610367,W89,R4,1
1322220687863,S23,R2,1
1318218634032,W58,R2,1
1316215063532,W19,R6,1
1315214264273,W58,R4,1
1315213240930,W54,R6,1
1316215015355,W22,R6,1
1315215766650,W58,R6,1
1320219213333,W42,R4,1
1314212464592,W49,R5,1
1321220412795,S22,R6,1
1316215190873,W43,R1,1
1316215569500,W19,R3,1
1320218845788,W49,R6,1
1321220042915,S25,R6,1
1319217824477,W71,R2,1
1315214169613,W89,R5,1
1315214184778,W52,R1,1
1315213841265,W49,R6,1
1316215711274,W58,R6,1
1318217093689,W13,R5,1
1321219627748,S42,R5,1
1315213891272,W50,R2,1
1319217928175,W84,R5,1
1314213044124,W25,R6,1
1314212703704,W89,R6,1
1316214935734,W21,R6,1
1314212359780,W32,R6,1
1321220076210,S05,R5,1
1318217457833,W19,R6,1
1322220797310,S42,R6,1
1319217820758,W63,R3,1
1319217963851,W89,R3,1
1316215045345,W51,R6,1
1318216947933,W29,R4,1
1316215497494,W68,R5,1
1316215067618,W52,R5,1
1322221385418,S34,R6,1
1316215197157,W61,R5,1
1319218233839,W19,R6,1
1322221422076,S21,R2,1
1320218623712,W19,R6,1
1323221558897,S03,R5,1
1315213243660,W81,R6,1
1315213706031,W39,R6,1
1314212554606,W58,R3,1
1316215616261,W61,R1,1
1318217101575,W58,R6,1
1322221112396,S21,R6,1
1314212404026,W42,R3,1
1319217666623,W29,R6,1
1322220921100,S12,R6,1
1317215900806,W19,R1,1
1321219944586,S44,R6,1
1321219949233,S25,R6,1
1314212392839,W42,R3,1
1315214277129,W13,R6,1
1319217761752,W66,R2,1
1323222259398,S06,R6,1
1319218032454,W58,R5,1
1316215598816,W14,R5,1
1320218825356,W64,R6,1
1322221312566,S04,R3,1
1315214343410,W13,R2,1
1315214006342,W52,R5,1
1316215464761,W49,R4,1
